5,hoe i gereate book ?,Dear friends i want gereate one note book \\nwith index ! i like clike the index send the page !\\ni have ms-office latest version so please tell ans,U can download pdf creater from downloads.com and then use it to create pdf e-books.\\nBye and good luck dear
5,Is there any software which can suggest some signature samples for given name?,where i can download freeware/shareware software which can automatically  create signature samples for a given name.,signsamp.exe is a software but it is not free but demo is available at http://www.elfring.com/demo/signsamp.exe
5,Anyone know about wireless internet with a laptop??,"Well to start we run a wireless router from a desktop computer in our house and we share the internet off of that to 2 other laptops, and I get kicked off line constantly.... or my connection is very weak... what am I doing wrong?? Also the other laptop can go for days on end with a strong connection, and my laptop is much newer.....","I have had the same problem in the past. I suspect there could be two reasons a) Your reception is weak because your laptop is not in the same room as the router, or because objects or walls in your house are blocking the wi-fi radio waves. b) Your router is of poor quality."
5,how does keyloggers work?,my bf put a logger on the pc and i wanna know how long it takes before he reads what ive been typin,"They record keystrokes (what you press on the keyboard) and then save it to a file on the computer. Slightly more complex ones may then send temselves via e-mail or upload themselves to an area on the internet where your boyfriend can read it. If you let your boyfriend do this to your computer, you should ask him to take it off. If he did it without persmission, kick his *ss!"
8,anyone going to bfd?,"like the annual concert that live 105 holds. IT'S COMING UP\\n!!!!\\n\\nps. this is in near ish San Franicisco, California\\n\\nbands performing. AFI, the strokes, h.i.m, yeah yeah yeahs, WOLFMOTHER!!!, panic! at the disco, OK go, she wants revenge, every move a picture, hard fi, yellowcard, some more...","I'm going! Panic! at the Disco, Baby!"
4,How do you report a lost or stolen passport?,and can somebody use it for identity theft?,"if you are in a foreign country, contact the embassy or consulate immediately.  if you are in the usa, contact the nearest agency.  yes, passports are commonly used for identity theft."
6,How can I get big barrel baseball bats for less than that I have found so far?,Where is th ebest site to buy big barrel bats,Have you checked e-bay for the bat you are looking for? I found my daughter's softball bat there for nearly $80 less than it was in stores around me!
3,"Are there any Indian hospitals, Indian clinics in California, as there are in Oklahoma?","If there are, could you Please cite locations, and/or a website with Indian Hospital locales in California?","Yes. Here's a list of the rural tribal clinics in California\\nhttp://www.crihb.org/clinics.htm\\nand here's a list of urban (city) clinics around the country, including California:\\nhttp://tinyurl.com/ymfm57\\nscroll down to the bottom:  California is in Region 6. Hope this helps!"
9,What is the best way to get over a fiance's questionable past?,"I know it is stupid to let such a thing bother me, but sometimes it's hard.","Talk to a close friend who you can trust, write your fiance a letter that you are never going to let them read (so you can say whatever you want, cuss at them, etc.), and then burn it when you're done, and if all else fails, get counseling.  But don't get married 'til you're sure you are over it!"
7,How can I obtain a debit card without having to pay for it?,,MANY banks offer a Debit Card for free.... especially Credit Unions.
1,WHY WHY WHY? just why?:(?,"Why do hindus worship Gods made by themselves when the statues cant hush off a fly by themselves?\\n\\nasked this question before and got this even more complicated answer! it said:\\n""lets take an example when someone needs to recognise you to meet you and they are given your photograph ,the photograph of yours cannot act like you but its ur recognition.\\nstatues of hindu gods are only a force of reconginization of god and not god.\\n\\nwell then if u want to thank the person...u wont say thanks to the photograph wud u? u'd go to the person. then y not straight away ask from god rather than his ""photograph""?\\n\\nim myslef a hindu but this religion is too much confusing for me. my intellect just doest give way to follow it.\\nplz help me coz my family doesnt want me to convert to christanity or islam.\\n plz pm me on   rnsm_4ever and help me solve this. help me!\\ni'll someday might die out of this confusion which does not let me concentrate on anything else.","VERY CONFUSED PEOPLE THOSE INDIANS, HUH !!!"
9,how do I get the guy I've been with for 4years to break up with me with out cheating on him?,,"grow up, grow some balls and do it yourself, the last thing this poor guy needs is you playing games with him, hell the last thing this world needs is more games."
1,How do you make yourself sick?,Like sick enough not to go to school,"my suggestion: go to school. if u have problem, u must face it. it will still be the same tomorrow, the day after tomorrow n forever if u don't face it."
8,How talented is Chris Brown?!!?,,
5,Where can I register a domain name for free?,,http://www.dot.tk yourname.tk \\nhttp://www.gn.com yourname.gn.com \\nhttp://www.unonic.com yourname.net.tf.................... \\nhttp://www.smartdots.com yourname.net.tc.................... \\nhttp://www.shorturl.com yourname.vze.com..................... \\nhttp://www.2on.org yourname.2on.org \\nhttp://www.2my.info yourname.2my.info \\nhttp://www.y11.net yourname.y11.net \\nhttp://www.joynic.net yourname.us.tt................... \\n\\nhttp://www.cydots.com\\n\\n  yourname.net.ms\\nyourname.us.ms\\nyourname.info.ms \\nhttp://www.r8.org yourname.r8.org \\nhttp://www.eu.org yourname.eu.org \\nhttp://www.kickme.to yourname.kickme.to.................... \\nhttp://www.freeurl.com   \\nhttp://www.jwdx.com   \\nhttp://www.cjb.net   \\nhttp://www.v3.com   \\nhttp://www.hotredirect.com   \\nhttp://www.internetjump.com   \\nhttp://www.explode.to   \\nhttp://www.zdos.com   \\nhttp://www.webalias.com   \\nhttp://www.reduce.to   \\nhttp://www.warping.to   \\nhttp://www.gosurfto.com   \\nhttp://www.2000c.net   \\nhttp://www.doze.to   \\nhttp://www.has.it   \\nhttp://www.nigx.net   \\n\\nEnjoy!
3,How long should you wait to have sex after a yeast infection?,"I used Monistat 1 and the box says not to have sex while using the product, but is that just the day that you use it or the 3 days it is supposed to take to cure it??","monistat is good, but not great because it's messy after  using so it would be hard to tell if your infection is gone or not.  I suggest in the future u use DIFLUCAN it's a pill u must have a prescription for and it works MUCH BETTER AND FASTER than monistat 1,3 or 7.  To answer your question wait at least 7-10 days....."
7,How would you choose to die?,"I'm sure most people have thought about this.  When your time comes, what would be your preferred way to go, and don't say ""peacefully in my sleep"".  People who die in their sleep suffer horribly from a heart attack, or something similar (unless they are very old), we just aren't there to witness their suffering.",I would choose to die (dont matter which disease I have)slowly beside my kids so we can all hold hands and pray when I go.
10,The US/Mex fence should also be underground?,"since many tunnels have been discovered in just the last year the need for underground fencing seems obvious.  If you don't know about this, look it up.  The cost of underground fencing was not figured in to the budget allocations so when it comes up don't be surprised.  Ask yourself is it less expensive to build a fence above ground or below ground where you have to trench through lots of solid rock?","As I understand it the fence will have trenching on each side.  This is primarily to prevent cars from ramming the fence, however, it will also make tunneling more difficult.  In addition there will be sensors and unmanned drone aircraft and thousands more border patrol officers. This may not catch every drug lord tunnel, since they spend a ton of money on those, but it will make it a lot more expensive for illegal immigrants to effectively tunnel.\\n\\nAlso, to the extent illegal immigrants have to go through a tunnel, we have won.  That would mean they were slowed to bottlenecks.  In that case the flow would be nothing like the levels we have seen over the last two decades."
4,Animal Farm?,"Hey I need adjectives describing Napoleon, Snowball, and Squealer. I need two positive and two negative for each. I've already got a couple. I also have to find an example of it in the book. Please help with adjectives. Thanks\\nYes i know everyone is going to say to read the book and i already have but i haven't memorized it all. It was boring to me so i din't pay much attention but i know what the book is about.","Yeah, I know it's not as interesting as reading Cosmo or watching MTV. I think they make you read it because there's a lesson to be learned and it reflects Marxism ideals. How awful!"
4,"Is it bad if a man watches your ""a s s"" and stares at your legs?",,"Depends on if you are the watcher or the one being watched. If you are the one being watched, then it is up to you. Decide if you like it or not and take the appropriate action either way. If you are the one watching, then you also need to decide whether you like it or not. If you like it, don't get caught. If you don't, then use self control."
5,How do I clear the words that show up directly under the search line when I started typing something to search,,You want to clear your autocomplete options in the web browser that you are using.
8,"What do you think about the song ""Welcome to Jamrock"" by Damian ""Jr Gong"" Marley?",I love that song... Ever since the first time i heard it back last summer.,I really like it.
5,help! how do I share the printer linked with my desktop to the laptop i have wireless connected to my router?,,"Install the Printer to the PC if it isn't and share your printer by right clicking on the printer and selecting properties - Sharing\\n\\nThen, from your laptop go to the add printer wizard and it shoud list this shared printer. Just select it and finish off the wizard.\\n\\nPrint a test page to see whether it works fine.\\n\\nBYE"
5,How do I make RedHat install automatically?,"Need to add RedHat to our PC and server deployment system at work. Currently use Windows unattended setup, need to add Redhat option too. Booting from WinPE. How do you make Redhat install automatically with all required drivers.  Anyone done a deployment like this? And recommended links or reading.","Kickstart files have been supported since before Red Hat Linux 7. They are specifically designed for this purpose. Kickstart files are plain text files designed to be written from a text editor, but I recommend the Kickstart Configurator, a GUI program that does all the hard work for you.\\n\\nSee chapters 7 and 8 in the Red Hat 9 manual (see my sources) for more info (including how to create a kickstart file from scratch using just a text editor)."
6,What men's ncaa basketball team had 11 losses and won the title?,,1987-1988 Kansas Jayhawks
6,When will Jerry Sloan retire?,,I think that he will stay on another couple of years. I also think it depends on his health on how long he will still as the Jazz coach.
9,Anyone know if you can legally leave home when you are 16 in the state of Mississippi?,,You either need your parents signature or go to jail.  the only two ways to legally leave home at 16
5,Microsoft Access problem?,I have a program with a list of 3000+ Assets.  The primary key is the Asset number. Each asset is assigned a number.  This number can not change.  The problem with the database is that all the details in the fields from Asset #21 and following is off by one number.  So the info under asset 21 really belongs under asset 22; 22 belongs to 23; 23 belongs to 24; and so on...  Is there any way to get correct this information without going through all 3000 assets in the table and moving the info one piece by one piece?,UPDATE AssetsTable Set AssetId = AssetId + 1 WHERE AssetId > 20
5,How can I find out if someone IS ONLINE IF I SEE HIM AS OFFLINE ON YAHOO MESSENGER?,I heard there is a program just for that but I don't know the name. Is there any other way as well?,"Its called an online checkers which can be separate or you can find that are part of some booters.\\n\\nAnother easy way is to log into your yahoo email account that hes added to on your friends list and up the top where it says mail, addresses, calendar etc click on the addresses tab and if hes online it will show his little yellow smiley face lit up beside his name ;) even if hes logged in invisible or has you on stealth settings. \\n\\nIf you have to go to these lengths obviously not much trust, is it really worth it??\\n\\nGood Luck"
10,How do we not run into immigration problems ourselves like france did 6 months ago?,,Because the US has one of the most relaxed and unbiased immigration policies in the world!
4,Can someone PLEASE help me with Chemistry?,"I'm in the process of figuring out a chemistry problem, but I have no way of checking to make sure it's right...if there are any chemists out there that could give me their answers so I can compare (or give me clues on how to solve it...I'm confused!) Thanks\\n\\nWhat mass of sucrose, C12H22O11, would be needed to make 2.500 * 10^3 g of 6.85% sugar solution?",good question
7,"who wrote ""the sisterhood of the traveling pants"" ?",,Ann Brashares
3,I weight 175 lbs... How much weight will I loose if I eat 1500 calories a day for 30 days...?,,I read somewhere that eating 500 calories fewer than ur body needs should help u to lose one pound a week. The average woman needs about 2000 cals to carry out her normal daily activities.\\n\\nLosing 1-2 Ibs per week is healthy. Any more than that is no good. So u are on the right track
8,do u think ashlee simpson is tryin to hard?,,yes i think she is why did she get a nose job? because she is not great looking and wants to be hot like her sister jessica and ashlee cant sing what she was caught lip synching on tv boooo her
4,How much do pearls cost?,Really good ones. Were reaading The Pearl in our English class and our teacher told us to ask a jeweler and I figured somebody on the internet would know...,Real pearls are very very expensive because of how long they take to make.100's of years. But you can get pearls that are grown for alot cheaper.
7,i need help!! my Ipod is frozen!!!! what do i do?,,"Try resetting it. For newer iPods, this is done by first switching the Hold switch to locked, then back to unlocked. Then press and hold the Menu button and the center button at the same time for about 10 seconds.\\n\\nFor further details (including instructions for older iPods and Shuffles), see the below URL."
3,am i too fat?,im gonna try out for cheerleading and i want to know if im too fat for it and how much i need to weigh to be good at it. I am 15 and 5'3 and i weigh 115 pounds,"Weight distributes itself differently depending on the person. But judging from your measurements, you don't seem at all. Don't worry about being too fat for cheerleading, if you're good at it, they'll choose you. I'm sure your weight won't have to do with their decision."
7,how many payments do you have to make on a mortage before it affects your credit?,,It depend how often the company U financed with reports to the credit bureau.Call them and ask someone who knows....
5,How Do I stop Windows from Memorizing my User name And Password???,,go to internet options under tools\\n\\nClick on content. There is an autocomplete option. Click on settings on that and uncheck username and password.\\n\\nStart browser again.
9,what should i do? about this boy?,"i already went out with him and we went out for 3 months and we were so perfect and then a few days after being together for 3 months he broke up with me, and says he still likes me but he got a new girlfriend and do not mention getting over him cause i cant ive tried and it doenst worrk, ive gone out with 2 other people and it just didnt feel right i still want him, and im not sure what to do about him? i want him to be happy i just wish we could be happy together again..XO\\n\\n\\n\\n-A brokenhearted gurl","I think that your relationship lacked a proper closure.  You were left hanging at that moment when your feelings towards him were still fleeting.\\n\\nI believe that talking to him and focusing on the reason/s as to why the whole thing did not work out for him would give you that sense of understanding that you lack at the moment.  Ask him to be as honest as possible and don't make him sugarcoat his explanations.  Just make him give you the hard truth about the matter.\\n\\nIf, after all of his explanations you still don't get where he's coming from, then my suspicion may be true altogether - he is not the kind of man who you should be wasting your time and affection with at all."
10,do you think cia really was wrong and mislead bush administration OR (2 other options)?,"OR, here are the choices.\\n\\n1. CIA wrong and mislead Bush admin by mistake due to incompetency\\n2. bush didnt listen to what they had to say pr take it seriously enough\\n3. cia intentionally mislead bush admin due to internal politics and thats why he cleaned house\\n4. everybody was clueless and thought we were invincible\\n5. cia didnt even bring it to bush's attention properly\\n\\nVote now one thru 5.","Option # 6:  The big lie.  Bush and Cheney had made their plan for Iraq before 9/11.  They were not concerned about any of the smoke they have  blown about Iraq and Saddam.  Halliburton has made billions on the war.  The arms business  has made billions on this  war.  The Saudi Prince, close friend of the Bush family, wants unrest in Iraq.  Oil is  the game and  the Bush family has been a player in that world for decades.  Don't bite on that apple that they were misinformed or they  were clueless.  They have know what they were doing and wanted from day one.  It is us who have been misinformed, we got the bad ""intelligence."""
7,Does anyone have any experiance in owning a frachise??,I am looking into buying a franchise. I have a meeting with the corporate person this week. Are there any specific topics I should bring up in the meeting or are there any pitfalls I should consider before signing on the dotted line?? Thank You in advance!!!,"I have worked for a franchisee and also a franchisor.  I now own my own company and we franchise our operation very successfully - so I'm fairly qualified to answer this one.  First you have to know that buying a franchise is not a guarantee of success.  However there are many aspects of franchised operations that will help you.  You want to ask at least the following:\\n1. How long have they been franchising?\\n2. What is the success rate of franchisees?\\n3. Can you talk to a couple of differrent franchise owners to learn their experience and get some tips on setting up (this is not something they should have ANY problems with at all).\\n4. In the case of faile d franchisees, what were the causes of failure? (Keep in mind that many businesses do ofail in start up - it's not necessarily a comment on the competence of the franchisee or franchisor).\\n5. In the specific market you're in, are there any tips other franchisees would share with you.\\n\\nYou want to get to a position where you are talking to other franchisees as soon as you can - to see how well or otherwise they are doing.  \\n\\nYou don't want to be too suprised at the fees.  You have to be sure that your business can support those fees.  That comes down to accurately asssessing the business in your feasability study.  You'll also find that the franchisor can probably supply you with a business plan - as others will have needed one.  I've provided one to help each franchisee since I started.  They will put their own spin on some elements, but the basis largely the same.  Ask if he has a copy of a successful business plan.\\n\\nA franchise is really a type of business partnership. In fact, for me, past franchisees have subsequently become partners in the franchise companies - because they become so knowledgable baout what the business is trying to do.\\n\\nIt will fail, franchise or otherwise, if the market is not there - for whatever service you offer.  Do your research thouroughly.  Then startr putting numbers together to see how viable it really is.  Talk to other people in the same business in other areas and ask if they feel it might work.  Don't be afraid to ask questions.\\n\\nGood luck,\\n\\nJFS"
3,"I need some led, thigh, stomach, and arm excersises to lose weight?",,"Cardio is the best way to lose weight. Get moving and bring your heart rate up. Swimming, running, jogging, tennis, basketball, elliptical, cycling, step, kickboxing, etc. Anything like that will help you burn fat.\\n\\nYou can also do some weight training, lunges, squats, and crunches, etc. in addition to your cardio. This will put more muscle on your body, and the more muscle you have, the more fat your body burns from cardio.\\n\\nTry here and look under 'Exercise Pictures':\\nhttp://www.ironworkout.com/index.htm"
6,does excercising stun your growth?,,I believe that the only type of exercise that should be avoided would be weight lifting.  It stunts your height.
7,"Credit Score.  As I understand it, bad items ""fall off"" after 7 years.  Is this automatic?",,"Bad items fall off after 7 years, except bankruptcies, which fall off after 10.  It is supposed to be automatic but the credit reporting agencies (CRAs) aren't as vigilant about doing this as they should be, so check your credit report and if there's something on there that shouldn't be, write a letter demanding it be removed to all 3 of the CRAs and follow that up with phone calls to each one to make sure it gets done."
1,am i bisexual?,"I love women, everything about them is perfect ( on a good day) , but ever once in a while i get the urge to give head to a male, i have done so twice and i enjoy it, but it our society this is fround apoon, but should i consider myself bisexual, or just a hormoneal teen?","You aren't gay, but I would say that you are probably a bisexual guy with perhaps a tendancy to be more with the ladies than men."
6,"Looking for Milwaukee Brewer Tickets for April 26, 2006?",Does anyone know a place to obtain Milwaukee Brewer tickets from season ticket holders at face value or below?,"The best place is to go to ebay.com and search for the tickets.\\n\\nor go to the stadium and find scalpers, you will get a good deal"
10,Illegal Immigrants that are here already - What is the most practical solution?,"Let me know what action will you take regarding the illegal immigrants that are here. Be practical please, don't go on about ""Deport them"" cos the president said ""It ain't gonna work!"". And please do NOT go on about "" secure the border"" iether cos we all know it should be done!\\n So.. the Smart Americans out there, give a solution. We can't deport them nor Amnesty, so what do we do with them?","stop being racist and live and let live as we did pre 911.\\nacting with inhumanity against others out of fear of terrorism , is a form a complicit terrorism against others.\\nread a sociology book or go online and check out the caste and outcaste systems of Japan and India, the outcaste society here being immigrants and look at the human rights watch sites and government achived documents there, the facts speak for themselves being intolerant and callous is being part of the problem, people need to get real and start living by the bullshit they claim they live by christianity and humanity and treat these mothers, fathers, sisters, brothers as the human beings who desrve just as much respect as any other human ,they are hard working, exploited and taking care of their families and often homeless scapegoats and the biggest reciever of welfare and government handouts is white women not immigrants, the biggest group who commits violent crimes against society is white men ,contrary to the pictures you seeon fox news just take any introductory sociology class, .we can help by being advocates for all human rights and treating the stranger and the travelor well as Jesus asked in the bible for those of you who love to quote it as you commit your acts of hatyred against others in selfrighteous,patriotic, dogmatic hypocrisy"
8,Is there any way for me to see the most recent episode of 24? Do they replay them at any point before monday?,,Sometimes they replay it on Sundays. Check out the tvguide website.
10,"Will the conservatives run north or south after the 2008 presidential election, when they lose control?","of the Oval Office, after they already lost control of Congress?\\n\\nIf they go north, at least they can speak the language- except in Quebec, of course. But could the Southern rednecks take the weather?\\n\\nBut if they go south, will they flood Mexico with demands that the Mexicans learn English? Or will they bite the bullet and make the attempt to learn Spanish?\\n\\nOr will they just stay put and whine about how much better things were when their morons were in charge?",They will stay put and cry in their martinis. Just like they did when Clinton beat the first Bush.
10,Which border is best for smuggleing illegals into the USA we are looking at 50 a day to start.?,"serious answers only please and no French, best answer wins a fabulous 3 week camping holiday in Bagdads 1 star Abu graib campsite {flights not included)","Oh maddogs so romantic.Abu Graib,Oh how lovely ,so lovely.Well,let me try to win the prize.though people do not realize this the canadian boarder is the place.it is a long boarder with water ways that make it easy to put someone on a boat and pretend you are having a liesure time.The price please maddogs,kiss,kiss,kiss."
4,where should i study abroad?,"i am a senior in high school so naturally questions about colleges and the experience are flooding my mind. the main thing i want is just to have a real non-american cultural experience. study abroad programs are beginning to sound pretty good right now. i know that this aspect of the program is probably a good thing but there are way too many choices. i don't even know where to begin. i can't even narrow my choices down to a single continent (not n. america). some of the ones i've thought about are london, tokyo, madrid, paris, rio (baile funk), and dominican rep.( my fam is from there, but do they even have a program?) Film, music, int. business are among the majors and careers i am interested in. does anybody have any advice and suggestions for where i should consider going? personal experience?","Usually studying abroad requires being a part of an American university for at least a year before you are accepted into the SA program. Often, after taking a few classes and learning a little about what programs are offered through your particular school, you'll have a more clear idea. You will probably also be required to take at least one/two semesters of whatever language your instruction will be in while in the foreign country, so that's something to consider. Look at your local colleges; many have programs that are connected. Bretheran Colleges have a program that connects 6 colleges across the US and offer study abroad programs in over 11 countries. Many Lutheran colleges have similar programs. Cal State schools find it harder to get funding than private universities, so you might consider that as well. My last recommendation is to visit your local Community colleges and see if they have a bulletin board or some sort of advertising space that may offer short-term study abroad options. If you like the program enough in a short amount of time and make friends/connections wherever you study, you might find it easier to find further opportunities there.\\n  I have lived in Germany, Greece, England, and South America with different study abroad programs my whole life. Each culture is different, interesting, and wonderful and you'll enjoy wherever you go, as long as you have a healthy frame of mind before you leave!"
3,is it bad that i have never seen a gyno doctor before?,"I'm 21, on birth control, have sex and my doctor has never sent me to a gyno doctor is this bad?","The rule of thumb is:\\n\\nWhen you are having sex, see a GYN.  If your Pap-test is clear, you can miss like 2 years...otherwise you are supposed to have one every year.\\n\\nIf you are already having sex, it won't be a big deal for you.  The exam is short and to the point."
5,how can i speed up my dsn timing with a .org tld?,,Get a better DNS provider.  Timing is not something you directly control.  It is directly related to the time it takes for data to pass to/from the dns server.
