8,how do i get a record deal that wont cheat me?,ive been trying to get in contact with the right people but dont know where to go im scared to underbid my talents,"The only way to ensure that is to go into distribution yourself, which thankfully is MUCH easier nowadays thanks to the internet.\\n\\nThough, if you absolutely need to, there are plenty of independent record labels you might want to give a shot. Just make sure they aren't a part of the RIAA. Because they will for certain screw you.\\n\\nif you're really serious about it, I suggsest you either get an agent or an lawyer."
4,Can you use a strawman and a red herring within the same argument?,Try to do it in less than two or three sentences!,Without have a  clue about the subject of the debate (i prefer debate to arguement) it is impossible to answer this question.  \\n\\nThe strawman makes a good target for bow and arrow practice and the red herring makes fairly good shark bait.\\n\\nSee I got them both in one sentence. I am I brilliant or what!!
5,What is the best photo slide show program?,,Download picassa from google.\\n\\nhttp://picasa.google.com/
1,The drawings?,would we have all this problems with the muslims if the middelaged Koran was edited and updated to our time 2006.,"Yeah, it would be called World War III"
2,What if the surface of the Earth became completely flat or smooth?,,"Well, my son asked me that today. If the earth's land mass was perfectly spherical, the entire earth would be submerged in 200 feet of ocean, everywhere.  That would be pretty flat and smooth.  Contrary to other posts, the weather would be more homogeneous since it would not have the land/water temperature differences. This would be a completely different world."
4,i want to know about how to be aDJ?,,do you know how to use a turntable if so go to a few local small clubs and ask if you can play there every now and then for a low cost to bulid yourself a good name
5,How can a computer program randomly pick numbers?,"This seems impossible, there has to be a sequence.","It is based on the system clock which is based on the Unix Epoch... and it is an algorithm, so there really is no sequence, but it is not truly random...."
7,What is a procrstinator?,,"A person who puts off doing something, especially out of habitual carelessness or laziness."
4,What's the best way to completely and utterly focus in school...not letting those around you bring you down?,,
7,searching for house/flat.2bed ground floor east facing for rent.in Malleswaram.bangalore.?,,"On your previous question you DID NOT mention anything about Bangalore or any other location . This is totally a DIFFERENT question. So which one of us looks STUPID now???\\n\\nAs per the flat you are looking for, sorry, I guess you will have to go and find yourself.\\n\\nOh, by the way, thanks for ten points!"
6,How can I run faster?,"Other than suicides, and regular sprints?",Train a lot!!!
8,What would be a good name for a nightclub?,,"~Nowhere~\\nso when you get pulled over and the cop asks you where you've been you can say ""Nowhere officer,I swear"""
7,Do U know of anyone who after getting a new boyfriend or girlfriend have changed?,"I ask because today at lunch I was talking w/ someone who says that she use to hangout with her childhood friend all the time u wouldn't see one with out the other. But after her childhood friend met a guy earlier this yr she's changed, she said her friend deosn't call her as much, she doesn't want to hangout any more, when she does she brings along the new b/f... She says he's a nice guy but she misses her friend. She said her freind she talking about moving in with the guy, even though she only met him in January. She says whe she calls to talk with her, she'll talk to her and when the new b/f calls or comes over she hangs up and calls her back two days later.\\n\\nShe sound like she was really hurt over it,I told her if  it hurts her so much she should pull her friend aside and talk with her tell her that she feels like she's being pushed aside.\\n\\nShe said she tried but her friend acts as if she's over reacting. Is she?",Maybe the guy is abusive and she doesn't want anyone to know. They all seem nice.
5,what is a camel spider?,a picture of a camel spider.,"http://www.nmpest.com/images/Jsalpuged.JPG\\n\\nor\\n\\nhttp://noleftturns.ashbrook.org/images/camel_spider.jpg\\n\\nA buddy of mine was in the first Gulf War and he woke up in his tent one night with one of these on his face, drinking saliva from his mouth."
8,"In First Blood, John Rambo jumps from a cliff into some pine trees, and the branches break his fall. Possible?",,yep did it myself while trying to bring down a ferrel koala (drop bear)
1,"Satan and all His Powers, Are you about of them?","What do we know about Lucifer\\nMichael, Gaberial, and Lucifer Archangels (until Lucifer got cast out of heaven)\\n\\nLucifer means ligh bringer, Morning Star, Son of Dawn.\\n\\nNow when Lucifer became the Devil\\n\\nIsaiah 14: 12-14\\n\\nHow you have fallen from heaven, O Morning Star! You have been cast down to the earth, you who laid once low the nations; You said, in your heart, "" I will ascent to heaven; I will raise my throne above the stars of God; I will sit enthroned on the mount of assembly, on the utmost heights of the sacred Mountain. I will ascent above the top of the clouds; I will make myself like The Most High.\\n\\nSatan didn't just refuse to obey God any longer, which was bad enough, he actually tried to overthrow God! The attempted coup failed of course, as described by Jesus Christ.\\n\\nLuke 10:18\\n\\n""I saw Satan fall like lightning from heaven.""\\n\\nGod created the perfectly righteous Lucifer, by God's choice. Lucifer creted the absolutely wicked Satan, by Lucifers choice.\\n\\nLucifer, and all of the millions of angels had the power to ""Choice"" to obey or to rebel. Most chose to obey God, while some followed Satan's rebellion and have became hopelessly corrupt.\\n\\n                                \\n                                               Finding Satan the Devil in the Bible\\nGenesis 3:4 and 3:14= Serpent tempted Eve.\\n\\nI Chronicles 21:1=Satan\\n\\nJob 1:6, Zechariah 3:1-2, I Peter 5:8=Playing role of prosecuting attorney in heavenly court of God and the angels.\\n\\nMatthew 13:19 and I John 2:13=Unclean Spirit\\n\\nMatthew 4:1-3, Luke 4:2=as the Devil tempter of Jesus.\\n\\nMatthew 12:24, Mark 3:22, Luke 11:15=Prince of the demons, Beelzebub\\n\\nMatthew 13:19, I John 2:13= The Evil One\\n\\nLuke 10:19=Author of all Evil\\n\\nJohn 8:44=a Murderer and Father of Lies\\n\\nJohn 13:31, 14:30, 16:11= Prince of this World\\n\\nJohn 13:27=Demon able to enter a human body\\n\\nII Corinthians 6:15=Belial\\n\\nII Corinthians 4:4=god of this world\\n\\nEphesians 2:2=Prince of Power of the Air,\\n\\n The spirit that now works in , son of disobedience\\n\\nColossians 1:13= Power of Darkness\\n\\nI Peter 5:8= an Adversary, like a roaring Lion,\\n\\nwho walk about seeking whom he can devior\\n\\nRevelations 9:11=angel of Abyss, named Abaddon in Hebrew, Apollyon in Greek\\n\\n \\n\\n \\n\\nSatan is a.k.a. as The Devil, Beelzebub, Lucifer, Mephistopheles, Prince of Darkness, Accursed Dragon, Foul Spirit, Satanic Power,  Master of Deceit, etc.)",A good teaching on the subject
2,does string theory still have 10 dimensions or is it 11?,"a friend of mine told me that string theory has 11 dimensions but i have read that it has 10 dimnsions ,8 + 2 relativistic \\n\\nwho is right","Sring theory has 10,11 or even 26 dimensions depending on which of the five versions of string theory one ascribes to. However, all five versions were unified into M-Theory in 1996. But most string theorists believe that it has 11 dimensions.\\n That includes 10 spatial and one temporal dimension."
3,what is the best method for IV injection?,,NEEDLE INTO A VEIN
6,"wher did nedved ,maldini,tottiand inzagy played??",,"Maldini plays for AC milan, Totti plays for AS Roma,  Inzagy plays for AC Milan; while Nedved plays for Juventus."
10,Why are illegals worried about what the US Government will do?,"The US government can’t tie its own shoes let alone stop illegal immigration. The list of failed US government efforts is so long it makes the Arizona Cardinals look like Super Bowl contenders in comparison. Just look at the history. \\n\\nThe War on Terror…No Iraq…No South Korea…No Iran….No Venezuela? Get in line!\\n\\nThe hunt for Osama? Can’t catch one guy. This is embarrassing.\\n\\nKatrina? FEMA shows its ass.\\n\\nThe war on Drugs? Really?\\n\\nThe first amnesty for illegals that was supposed to have ended the problem.\\n\\nGulf war I, mission accomplished almost?\\n\\nVietnam? Had these young men lived they would be running the country today.\\n\\nThe Great Society? One of the biggest jokes ever played on America.\\n\\nThe first energy crisis in the 1970’s. You know, the one that was supposed to lead us to freedom from foreign oil!\\n\\nNo child left behind? A few hundred billion dollars later we can’t even find the children.\\n\\nSocial Security? Oxymoron\\n\\nHealth Care? For those that can pay.","i agree stuff is falling apart but we must keep trying ,when you think of all that stuff ,its over whelming\\n       keep writing congress.org .maybe they just might find they need us  instead of them after all there are more of us (so far) for their next elections"
9,does anyyone know abt the holy grail?,,
1,Are we only deceiving ourselves in thinking that there is life after death?,,We will never truely know!
10,What role do you think legislative pay plays in underrepresentation of some groups?,,None.  Legislators are paid high amounts because we want bright people to choose public service over being an executive in a company.\\n\\nIt would be ridiculous to say that you want uneducated people running our country solely because they will truly represent uneducated people.  Sometimes citizens don't know what is best for them.
6,What's your favorite current NBA team?,Please give reasoning.,Cleveland Cavaliers. LeBron James. That's all I need to say.
